Wavelength,energyDensity
51.9748,
,
51.9944,
52.008,
52.0086,
52.0173,
52.0179,
,
52.0474,
52.0649,
52.0848,
52.3972,
52.5794,1000
,
52.59243,15*
52.59298,15*
52.8529,
52.8572,
52.9167,
,
52.9229,
52.9243,
52.9272,
52.9371,
52.9408,
,
52.974,
52.9883,
52.9919,
53.396,
53.4162,
,
53.4344,
53.4929,
53.5481,
53.5955,
53.6405,
,
53.7832,45
53.82616,50
53.83,
53.83,
53.83,
,
53.83196,35bl
53.8416,
53.8416,
53.8851,
53.90861,60
,
53.95473,50
53.9854,45
53.9869,
53.9889,
53.9916,
,
53.9927,
54.2866,
54.3122,
54.3122,
55.3329,700
,
55.4076,775
55.427,
55.4357,
55.4372,
55.4513,850
,
55.4759,
55.4773,
55.5026,
55.50555,25*
55.50587,25*
,
55.51172,20*
55.51204,20*
55.5263,700
55.6203,
55.6733,
,
55.7024,
55.7555,
56.1959,
56.1959,
56.208,
,
56.2471,
56.3045,
56.3559,
56.5213,
56.5565,
,
56.5735,
56.5789,
56.6237,
57.406,
57.4138,
,
57.4153,
57.4193,
57.4405,
57.446,
57.4786,
,
57.488,
57.4895,
57.5331,
57.5347,
58.04025,20*
,
58.04092,20*
58.09704,25*
58.09771,25*
58.8318,
58.8456,
,
58.8539,
59.412,
59.4179,
59.4179,
59.7207,
,
59.7435,
59.7814,700
59.959,1000
60.05836,25*
60.05874,25*
,
60.05908,25*
60.1267,
60.1379,
60.1481,
60.1515,
,
60.1547,
60.1568,
60.1659,
60.2018,
60.2151,
,
60.251,
60.3271,
60.4412,
60.7225,
60.7651,
,
60.8397,580
60.8632,
60.8954,
60.9705,110
60.9829,640
,
61.0039,160
61.0057,
61.0745,200
61.085,100
61.0868,
,
61.63026,35
61.63786,20
61.6488,
61.6552,
61.6572,
,
61.6952,270
61.7005,150
61.7036,200
61.70631,30
61.7786,
,
61.8107,
61.8117,
62.0753,
62.0791,
62.4318,
,
62.4438,
62.4619,520
62.4825,
62.4988,
62.4988,
,
62.5127,580
62.5156,
62.5156,
62.5853,640
62.6198,
,
62.6446,
62.6539,
62.6786,
62.7223,
62.7349,
,
62.7367,
62.7635,
62.7653,
62.7671,
62.9732,1000
,
63.0959,
63.0959,
63.1179,
63.18967,
63.19332,
,
63.22611,
63.23174,
63.25184,
63.25194,
63.26456,
,
63.26475,
63.2665,
63.2668,
63.27042,
63.27045,
,
63.27679,
63.27686,
63.27909,
63.28293,
63.2893,
,
63.28959,
63.28961,
63.2962,
63.2978,
63.298,
,
63.2996,
63.30128,
63.30306,
63.3188,
63.3191,
,
63.3238,
63.352,
63.4046,
63.4263,
63.4589,
,
63.4806,
63.5082,
63.5803,
63.6079,
63.6275,
,
63.6509,
63.6537,
63.6626,
63.793,
63.8545,
,
63.9717,
63.9785,
63.9856,
63.9925,
64.183,
,
64.1958,
64.2219,
64.2347,
64.2756,
64.288,
,
64.329,
64.4024,
64.4093,
64.4093,
64.41537,60*
,
64.41619,60*
64.4423,
64.4426,
64.4475,
64.7806,
,
64.7877,
64.8668,
64.9764,
65.4212,
65.4719,
,
65.4998,
65.5042,
65.573,
65.601,
65.8579,
,
65.9536,
65.9539,
66.0129,
66.0133,
66.0184,
,
66.293,
66.7651,
66.8258,
66.8258,
66.963,
,
66.963,
67.0211,
67.0601,
67.29452,40*
67.29542,40*
,
67.37612,35*
67.37703,35*
67.4624,
67.5151,
67.5283,
,
67.7963,
67.861,
67.8807,
67.9132,
67.9696,
,
67.9893,
,230
,70
68.5976,
68.5976,
,
68.6687,
68.6687,
69.4485,
69.5765,
69.6443,
,
69.7528,
69.7528,
69.7528,
69.8299,
69.8299,
,
69.8634,
70.2131,
70.2337,800
70.2343,
70.2838,800
,
70.2896,900*
70.29,900*
70.385,1000*
70.3854,1000*
70.556,
,
70.5766,
70.6233,
70.6237,
70.6295,
70.6547,
,
70.6881,
70.732,
70.7324,
70.7719,
70.7719,
,
70.7769,
70.7769,
70.7872,
71.0045,
71.0296,
,
71.0367,
71.2392,
71.2489,
71.3573,
71.367,
,
71.5955,
71.6143,
71.6539,
71.84633,
71.85048,85
,
71.85667,80
71.86082,
71.9069,
72.3175,
72.3376,
,
72.3458,
72.3628,
72.3782,
72.3861,
72.3885,
,
72.4034,
72.4468,
72.4494,
72.4569,
72.4617,
,
72.4753,
72.4835,
72.4835,
72.4835,
72.4963,
,
72.4984,
72.5006,
72.5065,
72.5106,
72.5165,
,
72.5326,
72.5642,
72.5667,
72.5667,
72.5868,
,
72.6029,
72.7237,
72.7388,
72.7565,
72.7716,
,
72.7964,
72.824,
72.8489,
72.8731,
72.8831,
,
72.9361,
72.9411,
72.9436,
73.1282,
73.1624,
,
73.8652,
73.99496,15
74.08443,4
74.1297,1
,70
,
75.1223,
75.1512,
75.1782,
75.1862,
75.1927,
,
75.1998,
75.2099,
75.2194,
75.2194,
75.2277,
,
75.2422,
75.276,
75.3047,
75.3211,
75.4498,
,
75.4663,
75.6339,
75.7003,
75.7278,
75.7894,
,
75.8677,
75.8677,700
75.9103,
75.9111,
75.9362,
,
75.9442,640
76.0227,
76.0227,580
76.0446,775
76.0446,
,
76.0633,
76.1128,640
76.2004,700
76.2004,
76.2847,
,
76.2909,
76.3844,
76.4166,
76.5464,
76.6142,
,
76.6338,
76.6871,
76.6871,
76.6871,
76.6989,
,
76.6989,
76.7018,
76.8167,
76.9073,
76.9353,
,
76.9408,
76.9757,
77.026,
77.0291,
77.0346,
,
77.0699,
77.0793,70
77.0992,
77.1025,
77.1056,90
,
77.1734,
77.1934,
77.1967,
77.2143,
77.2344,
,
77.4518,520
,70
77.7691,
77.8025,
77.8025,
,
77.9736,200
77.982,315
77.9912,360
77.9997,200
78.2772,
,
78.2905,
78.3199,
78.3484,
78.3564,
78.3778,
,
78.4277,
78.4796,
78.564,
78.5734,
78.5743,
,
78.771,640
78.8515,
78.8578,
78.8953,
78.9229,
,
78.9252,
79.0112,520
79.0115,
79.0199,700
79.0556,
,
79.0855,
79.1154,
79.137,
79.1514,
79.1878,
,
79.1973,70
79.2233,
79.2506,
79.2938,
79.2967,
,
79.66319,
79.66445,40
79.66829,50bl
79.7766,
79.9133,
,
79.9561,
79.9628,
79.9872,
80.0057,
80.0909,
,
80.0927,
80.1154,
80.1154,
80.1282,
80.1282,
,
