Wavelength,energyDensity
439.3435,
,
439.5935,15
439.7823,4
440.497,7
440.5381,
440.5978,8
,
441.4456,
441.4899,27
441.6975,25
443.5506,7
443.9482,
,
444.301,15
444.3523,8
444.6786,6*
444.6796,6*
444.7676,5
,
444.8191,16
445.2378,18
445.3966,
446.5407,17
446.6235,15
,
446.6434,7
446.721,
446.7465,13
446.7924,15
446.9378,17
,
447.7906,12
448.4504,
448.7712,7
448.8183,3*
448.8198,3*
,
448.9462,11
449.1222,13
453.9543,
455.773,
455.894,
,
456.022,
456.3178,4
459.0974,22
459.5957,7
459.6177,20
,
460.2129,12
460.3229,3
460.9436,14
461.0202,12
461.1083,3
,
461.3137,7
461.3681,8
462.1249,6
463.88558,20
464.18103,22
,
464.3412,3
464.7791,4*
464.7802,4*
464.91347,24
465.08384,20
,
466.16324,21
466.926,5
466.9423,5
467.37331,14
467.6235,20
,
467.7065,8
467.8424,
468.0593,2
468.1962,
469.0888,6
,
469.1419,9
469.3192,4
469.63528,12*
469.6357,12*
469.8437,6
,
469.9011,15
469.9218,17
470.0441,
470.1179,11
470.1712,5
,
470.3161,14
470.5346,21
470.751,3
470.7822,4
471.0009,16
,
471.9803,
474.1704,10
475.1278,14
475.2691,9
477.3773,4
,
477.4076,3
484.3371,8
484.4919,8
485.6389,11
485.6762,13
,
486.0965,12
486.4878,11
487.1523,15
487.2017,6
489.0856,15
,
490.683,19
492.4529,21
494.1072,18
494.3005,20
495.5707,14
,
501.5339,
504.1975,2
507.0046,
507.0805,3
509.0917,2
,
511.0303,6
511.1913,
513.7959,
514.0273,
514.1902,
,
514.904,
515.9941,15
517.5903,12
518.5926,
519.0498,14
,
520.6651,20
532.2502,2
534.4104,2
537.4355,6
537.7569,5
,
537.9352,7
538.1776,1
538.4511,
539.1743,
539.2606,10
,
539.83,
539.8682,
539.9143,
540.9175,1
541.5774,5
,
542.3671,1
546.1089,2
548.3022,
558.3217,10
561.1072,5
,
561.3469,6
575.3926,5
576.1012,11
578.3789,3w*
578.3806,3w*
,
581.0251,9
584.623,11
590.3079,4
608.1215,4
610.3399,7
,
611.2986,7
615.256,8
619.7905,1
621.4252,9
635.7981,4
,
645.703,2
645.7805,2*
645.7805,2*
645.7805,2*
647.142,6*
,
647.142,6*
647.3893,1
647.5281,6
647.7905,10
648.397,12
,
648.5063,
648.5093,7
648.6462,7
649.1911,11
649.5787,11bl*
,
649.58,11bl*
649.5838,
649.8415,7
650.0826,4
650.1404,7
,
650.1421,
650.2187,4
650.2451,5
650.6018,7
650.9711,8
,
651.0615,8bl
651.0763,13
653.5799,3
653.7558,3
653.933,
,
653.9385,4
655.0125,16
655.0597,4
655.1757,4
655.4599,3
,
655.5844,7
655.6048,4*
655.6082,4*
655.6097,4*
655.9062,7bl
,
655.9552,
655.9569,
656.038,7*
656.0392,7*
656.0397,
,
656.5283,20
657.1108,18
658.9013,6
662.7357,
662.7374,
,
662.7373,17
664.1031,24
664.6357,4
665.2559,4
666.6657,13
,
667.7866,12
671.7754,15
672.1388,26
677.4984,9
681.0477,
,
684.4098,
684.6804,11
685.696,
686.9475,11
688.4881,11
,
689.5102,22
690.6436,19
690.7873,15
691.0562,19
691.103,
,
692.2353,6
693.6008,5
708.3962,11
711.0078,16
712.8865,13
,
713.04,
714.4509,12
715.1079,12
715.6085,11
716.7836,7
,
718.2094,6
720.2198,9
722.9137,16
725.2717,12
725.287,
,
725.928,10
726.762,9
727.7426,12
727.8264,10
728.0251,11
,
728.79,10
729.2124,9
729.2965,11
729.6294,14
729.8117,5
,
730.2947,
730.418,7
731.3119,1
731.892,
731.8986,10
,
731.999,
731.999,
732.967,
732.967,*
733.073,*
,
733.073,
734.6355,7
734.6901,9
