Wavelength,Flux,BestFit,SkyFlux
4060.692,96.496,94.818,9.881
4061.627,94.728,94.778,9.954
4062.562,97.260,96.597,9.823
4063.498,99.547,98.763,9.915
4064.433,98.270,99.270,9.977
4065.369,97.284,97.187,10.525
4066.305,97.850,93.755,10.967
4067.242,95.738,92.710,11.166
4068.178,96.660,94.307,10.661
4069.115,99.758,95.693,10.877
4070.052,98.226,95.713,10.980
4070.990,96.893,95.803,10.309
4071.927,99.066,97.611,9.593
4072.865,98.655,98.830,9.462
4073.803,98.022,97.371,9.114
4074.741,96.019,95.107,9.180
4075.679,98.091,94.451,10.078
4076.618,100.160,95.825,10.604
4077.557,99.832,96.847,11.022
4078.496,101.667,95.622,10.920
4079.435,98.165,92.613,10.753
4080.374,92.923,89.630,10.879
4081.314,92.757,88.543,10.962
4082.254,95.516,90.118,11.024
4083.194,98.305,93.115,10.451
4084.134,101.652,95.897,9.934
4085.075,99.061,97.047,9.454
4086.015,100.189,96.204,9.548
4086.956,98.294,94.259,10.011
4087.898,96.691,92.778,10.496
4088.839,96.544,92.877,10.076
4089.781,91.948,94.375,9.809
4090.722,97.632,96.072,9.065
4091.664,99.755,97.079,8.868
4092.607,98.131,97.113,8.992
4093.549,98.120,96.338,9.028
4094.492,99.517,95.118,9.160
4095.435,96.716,93.829,8.772
4096.378,95.014,93.174,8.563
4097.321,94.576,92.526,8.493
4098.265,90.047,91.086,8.504
4099.208,88.763,88.809,8.503
4100.152,91.350,86.523,8.161
4101.097,86.186,84.132,8.054
4102.041,85.329,80.859,7.376
4102.986,75.054,75.879,6.748
4103.931,64.448,69.466,6.653
4104.876,57.328,64.032,7.183
4105.821,55.523,63.819,7.581
4106.766,64.444,69.537,7.847
4107.712,78.553,76.542,8.423
4108.658,83.985,82.140,8.375
4109.604,85.456,85.674,8.732
4110.551,87.356,87.563,8.272
4111.497,90.415,88.650,8.092
4112.444,93.415,89.371,8.032
4113.391,93.236,90.205,8.210
4114.338,95.047,91.388,8.497
4115.286,95.179,92.793,8.678
4116.233,96.267,94.100,8.954
4117.181,98.085,95.157,8.795
4118.130,94.826,96.215,8.402
4119.078,96.660,97.447,7.883
4120.026,98.983,97.878,8.128
4120.975,97.019,96.765,8.359
4121.924,94.558,94.761,8.331
4122.873,95.364,93.984,8.694
4123.823,96.881,94.655,8.856
4124.772,97.440,94.936,9.137
4125.722,96.523,95.045,9.112
4126.672,97.534,95.700,9.170
4127.623,97.104,96.836,9.466
4128.573,95.299,97.362,9.489
4129.524,98.097,96.641,9.348
4130.475,96.359,95.469,8.973
4131.426,95.046,94.868,8.784
4132.378,98.867,95.317,8.775
4133.329,102.359,96.233,8.884
4134.281,100.837,95.963,8.543
4135.233,97.924,94.156,8.544
4136.185,95.573,93.088,8.987
4137.138,95.551,93.568,9.948
4138.091,96.938,95.325,9.565
4139.044,99.133,97.510,9.547
4139.997,99.542,99.020,9.570
4140.950,96.577,99.844,9.508
4141.904,100.929,100.907,9.331
4142.858,99.687,101.759,8.807
4143.812,99.466,101.773,8.062
4144.766,99.982,100.548,7.528
4145.720,97.557,97.901,7.910
4146.675,94.784,95.217,8.536
4147.630,96.367,95.355,8.897
4148.585,97.490,97.543,8.454
4149.540,99.375,99.584,8.275
4150.496,100.472,100.063,8.094
4151.452,99.058,99.493,8.268
4152.408,97.689,98.597,7.950
4153.364,100.305,98.226,8.341
4154.321,100.865,98.359,8.676
4155.277,100.392,98.366,9.110
4156.234,100.089,97.544,9.264
4157.191,97.183,95.910,9.445
4158.149,91.303,94.801,9.472
4159.106,98.713,94.725,9.285
4160.064,98.258,95.222,9.545
4161.022,99.532,96.103,9.602
4161.980,99.702,97.375,9.482
4162.939,97.059,98.512,10.145
4163.897,100.774,99.060,10.495
4164.856,96.819,99.574,10.967
4165.815,98.270,100.373,11.673
4166.775,100.270,101.149,11.653
4167.734,99.342,101.476,11.162
4168.694,97.875,101.360,11.122
4169.654,99.184,100.045,11.096
4170.614,100.093,98.448,11.203
4171.574,100.931,98.186,10.760
4172.535,100.700,98.957,10.257
4173.496,99.480,98.659,9.699
4174.457,98.378,95.780,9.476
4175.418,98.402,92.037,9.135
4176.380,98.851,90.200,8.933
4177.342,95.576,90.968,9.179
4178.304,91.962,93.187,9.576
4179.266,92.711,94.900,9.659
4180.228,97.101,94.921,9.828
4181.191,98.905,94.298,9.294
4182.154,98.212,94.956,9.056
4183.117,96.871,96.600,8.465
4184.080,97.311,97.578,8.293
4185.044,97.923,96.806,8.400
4186.007,96.701,95.555,8.441
4186.971,95.218,95.598,8.319
4187.936,96.603,96.485,8.178
4188.900,95.960,97.083,7.926
4189.865,93.691,96.381,8.124
