waveLength,energyDensity
1 012.395661,
1 012.398636,
1 013.842358,1
1 023.310199,
1 031.122108,10*
,
1 031.122690,10*
1 031.122730,10*
1 031.124445,10*
1 031.125027,10*
1 031.153230,2
,
1 066.766205,3*
1 066.768706,3*
1 066.799515,
1 082.909114,300
1 083.025010,1000
,
1 083.033977,2000
1 090.220848,
1 091.299016,12*
1 091.299315,12*
1 091.299320,12*
,
1 091.299511,12*
1 091.299811,12*
1 091.298610,
1 091.298909,
1 091.304581,9
,
1 091.706641,
1 091.707137,
1 091.706235,3
1 099.664001,
1 099.664010,
,
1 099.664314,
1 099.665511,
1 099.669348,
1 099.669660,
1 101.307135,2
,
1 102.775798,
1 104.247590,
1 104.498297,2
1 109.586113,
1 122.593703,
,
1 196.742813,
1 196.745961,
1 196.904504,44*
1 196.905860,44*
1 196.905951,44*
,
1 196.907653,44*
1 196.909009,30
1 196.946437,
1 252.732221,
1 252.749540,
,
1 252.750952,20
1 275.568845,
1 278.491402,81*
1 278.491813,81*
1 278.492123,81*
,
1 278.492627,81*
1 278.493037,81*
1 278.490564,
1 278.490975,
1 278.499040,50
,
1 279.050898,
1 279.052123,
1 279.050058,20
1 284.594412,7*
1 284.598039,7*
,
1 284.642714,
1 292.789294,
1 296.843019,10
1 297.034485,
1 298.485354,2*
,
1 298.487250,2*
1 298.487589,2*
1 298.488013,2*
1 298.494705,2*
1 298.495467,2*
,
1 322.644152,
1 341.168334,
1 448.831720,
1 448.833129,
1 448.833244,
,
1 506.241412,
1 506.243509,
1 506.243679,
1 508.365271,12
1 518.966190,
,
1 592.971084,
1 594.813538,
1 594.816898,
1 594.817172,
1 660.823126,
,
1 667.382539,
1 667.382867,
1 667.382890,
1 667.385041,
1 667.385369,
,
1 667.415723,
1 686.394229,
1 686.396789,
1 686.428174,
1 699.668450,
,
1 699.674800,
1 700.233593,200*
1 700.238949,200*
1 700.239296,200*
1 700.239948,200*
,
1 700.245303,200*
1 700.318211,
1 732.739003,
1 732.967580,
1 732.967850,
,
1 732.967941,
1 732.968015,
1 732.968104,
1 732.968211,
1 732.968465,
,
1 732.973774,
1 733.561016,
1 733.561541,
1 735.171027,
1 735.171091,
,
1 735.171290,
1 735.173177,
1 735.173241,
1 735.173336,
1 735.173440,
,
1 735.175837,
1 735.178108,
1 735.178172,
1 735.178371,
1 735.300990,
,
1 735.308072,
1 735.350265,
1 735.350290,
1 735.352441,
1 735.354656,
,
1 735.355011,
1 735.357347,
1 735.357372,
1 737.491674,
1 737.491872,
,
1 737.492037,
1 737.495437,
1 737.497465,
1 737.497630,
1 742.234804,
,
1 742.235295,
1 742.235330,
1 742.237536,
1 742.238026,
1 742.271034,
,
1 744.960751,
1 744.966789,
1 744.967281,
1 747.689589,
1 757.189012,
,
1 765.935818,
1 771.012356,
1 771.015178,
1 771.049793,
1 813.321260,
,
1 813.903810,
1 813.904205,
1 813.904205,
1 813.904454,
1 813.904590,
,
1 813.904601,
1 813.904985,
1 813.910696,
1 814.553982,
1 814.554763,
,
1 816.309979,
1 816.310075,
1 816.310374,
1 816.312335,
1 816.312431,
,
1 816.312573,
1 816.312730,
1 816.315275,
1 816.317737,
1 816.317834,
,
1 816.318132,
1 816.504795,
1 816.512556,
1 816.578107,
1 816.578145,
,
1 816.580502,
1 816.582775,
1 816.583309,
1 816.585868,
1 816.585906,
,
1 820.714306,
1 820.714455,
1 820.714705,
1 820.717533,
1 820.720597,
,
1 820.720846,
1 830.084512,
1 844.449867,
1 855.557344,1
1 858.911523,
,
1 858.912319,
1 858.912375,
1 858.914632,
1 858.915428,
1 858.952768,
,
1 863.537402,
1 863.547779,
1 863.606550,
1 863.623138,
1 863.642333,
